delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_time_hours,customer_id,promised_window_hours,pickup_zone,dropoff_zone,delay_flag,has_complaint,has_incident
DL00495,O01189,D129,V006,H05,2024-05-23 01:38:00,2026-05-14 12:11:42,OnTime,33.39,2,0,4.94,19.23,17314.56,C0353,6,Airport,Riverside,True,0.0,1.0
DL00496,O00622,D142,V102,H02,2024-04-23 18:22:00,2026-05-14 12:08:18,OnTime,7.97,2,0,4.18,11.59,18017.77,C0439,24,Central,Central,True,0.0,1.0
DL00497,O00192,D083,V116,H08,2025-08-18 14:17:00,,Failed,12.14,1,0,3.23,11.88,0.0,C0404,24,Ctr,North,False,0.0,0.0
DL00498,O01205,D091,V018,H08,2024-12-20 02:21:00,2026-05-14 11:42:18,OnTime,8.6,0,0,3.75,2.93,12249.36,C0559,4,West,North,True,0.0,0.0
DL00499,O01144,D053,V038,H01,2025-02-07 22:48:00,,Delayed,10.41,0,0,3.5,10.6,0.0,C0571,4,Riverside,South,False,0.0,0.0
DL00500,O00556,D017,V063,H02,2024-09-01 03:37:00,,OnTime,6.73,1,0,3.72,11.11,0.0,C0643,2,Riverside,Airport,False,0.0,1.0
DL00501,O01211,D114,V087,H06,2025-11-12 07:51:00,,OnTime,9.66,0,0,4.47,15.25,0.0,C0345,24,South,South,False,1.0,0.0
DL00502,O01190,D114,V026,H03,2025-11-24 18:47:00,,OnTime,9.61,3,0,3.78,6.03,0.0,C0168,4,East,Central,False,0.0,0.0
DL00503,O00760,D154,V014,H07,2024-03-14 23:28:00,,OnTime,12.95,0,0,3.97,10.7,0.0,C0051,24,South,West,False,0.0,1.0
DL00504,O00679,D023,V098,H08,2024-11-15 04:30:00,,OnTime,6.55,1,0,5.0,12.11,0.0,C0244,24,West,South,False,0.0,0.0
DL00505,O00833,D170,V017,H08,2025-05-05 04:31:00,2026-05-14 10:37:36,Failed,12.0,3,1,2.71,12.22,8982.11,C0431,2,Central,Riverside,True,0.0,0.0
DL00506,O00094,D077,V079,H05,2024-09-27 03:56:00,,Delayed,17.369999999999997,2,0,3.11,9.14,0.0,C0361,6,Airport,North,False,1.0,0.0
DL00507,O00396,D021,V030,H07,2025-04-30 00:13:00,,Delayed,15.18,2,0,2.53,10.76,0.0,C0475,12,Central,East,False,0.0,1.0
DL00508,O00161,D015,V025,H03,2024-08-19 19:52:00,,OnTime,12.14,0,0,4.66,14.06,0.0,C0025,12,South,Airport,False,1.0,1.0
DL00509,O00719,D116,V086,H01,2024-01-04 19:33:00,,Delayed,16.37,0,0,1.0,11.37,0.0,C0395,2,West,Central,False,0.0,0.0
DL00510,O00359,D057,V004,H01,2024-08-17 23:15:00,,OnTime,12.07,0,0,4.04,18.19,0.0,C0048,24,East,Central,False,0.0,0.0
DL00511,O01237,D123,V083,H05,2025-12-30 09:00:00,,Delayed,9.94,0,0,1.37,10.76,0.0,C0357,12,Ctr,East,False,0.0,1.0
DL00512,O00224,D040,V029,H07,2024-05-22 23:18:00,,Delayed,8.4,3,1,3.51,11.49,0.0,C0045,24,North,Central,False,0.0,0.0
DL00513,O00420,D168,V043,H02,2025-01-25 09:44:00,,Delayed,12.02,0,0,3.75,18.86,0.0,C0506,4,Riverside,East,False,0.0,0.0
DL00514,O01250,D165,V052,H03,2024-06-28 09:25:00,2026-05-14 00:52:00,Delayed,10.32,3,0,2.35,7.89,16431.45,C0180,1,North,East,True,0.0,0.0
DL00515,O00619,D130,V005,H04,2025-09-01 14:52:00,2026-05-14 12:38:12,Failed,17.55,3,1,3.24,21.0,6117.77,C0268,1,Central,North,True,0.0,0.0
DL00516,O00337,D141,V117,H01,2024-11-05 06:45:00,,Delayed,21.23,2,0,1.57,10.77,0.0,C0463,6,West,Airport,False,0.0,0.0
DL00517,O00509,D104,V088,H08,2024-08-26 19:01:00,,OnTime,14.73,4,0,4.99,16.75,0.0,C0535,1,East,Central,False,0.0,0.0
DL00518,O00984,D041,V024,H06,2025-04-15 00:21:00,,OnTime,15.41,0,0,4.92,19.09,0.0,C0155,6,East,West,False,0.0,1.0
DL00519,O00446,D096,V065,H07,2025-03-22 14:42:00,,OnTime,29.8,2,0,4.04,10.84,0.0,C0172,12,Airport,East,False,0.0,0.0
DL00520,O00429,D055,V040,H01,2025-03-09 11:12:00,,Delayed,3.14,1,0,3.03,11.42,0.0,C0466,1,Riverside,South,False,0.0,0.0
DL00521,O00606,D038,V036,H08,2025-10-17 17:03:00,,Failed,5.35,2,0,2.51,7.1,0.0,C0050,1,Central,West,False,0.0,0.0
DL00522,O00296,D129,V013,H04,2024-01-10 19:26:00,,OnTime,10.01,0,0,4.54,8.94,0.0,C0400,6,South,North,False,1.0,0.0
DL00523,O00714,D026,V076,H01,2024-05-26 19:04:00,,OnTime,2.39,1,0,4.12,8.78,0.0,C0456,24,South,North,False,0.0,1.0
DL00524,O00683,D130,V005,H07,2025-05-01 08:21:00,2026-05-14 11:37:06,OnTime,16.66,2,0,4.83,17.68,9075.27,C0375,6,East,Airport,True,0.0,0.0
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,,OnTime,28.2,2,0,4.04,19.16,0.0,C0259,1,Airport,West,False,1.0,1.0
DL00526,O01045,D068,V027,H06,2024-08-26 13:19:00,,Delayed,12.18,0,0,4.34,10.18,0.0,C0506,1,Ctr,Airport,False,0.0,0.0
DL00527,O00913,D108,V043,H07,2025-04-05 06:44:00,,OnTime,20.7,1,0,4.58,16.49,0.0,C0091,6,West,South,False,0.0,0.0
DL00528,O00826,D033,V008,H03,2024-04-06 07:05:00,2026-05-14 23:18:06,OnTime,24.17,2,0,4.66,20.91,18448.22,C0055,4,Airport,Ctr,True,0.0,0.0
DL00529,O00822,D088,V114,H06,2024-09-01 09:19:00,,Failed,1.2,0,0,2.64,7.53,0.0,C0186,1,West,South,False,0.0,1.0
DL00530,O00756,D095,V042,H01,2025-02-03 18:06:00,,Failed,30.51,2,0,2.54,19.5,0.0,C0413,24,Airport,North,False,0.0,0.0
DL00531,O00140,D163,V116,H04,2024-03-03 02:25:00,2026-05-14 18:14:24,OnTime,13.95,0,0,3.95,16.65,19263.82,C0621,4,North,North,True,0.0,0.0
DL00532,O00315,D009,V104,H02,2024-12-25 03:30:00,,OnTime,16.49,1,0,4.55,10.37,0.0,C0494,4,North,South,False,0.0,0.0
DL00533,O00543,D135,V002,H08,2025-07-18 06:49:00,,Failed,34.15,2,0,2.69,21.32,0.0,C0468,4,Airport,Riverside,False,0.0,0.0
DL00534,O00816,D166,V069,H08,2025-02-13 20:53:00,,OnTime,9.47,0,0,3.81,6.56,0.0,C0113,12,East,Ctr,False,0.0,0.0
DL00535,O01058,D033,V094,H07,2025-05-09 00:57:00,2026-05-14 20:23:54,OnTime,23.45,3,0,3.15,18.56,8899.45,C0215,6,Airport,West,True,0.0,0.0
DL00536,O01184,D055,V030,H01,2025-01-24 15:02:00,,Failed,7.04,2,0,1.07,14.06,0.0,C0253,12,Riverside,West,False,0.0,0.0
DL00537,O00083,D153,V033,H07,2024-10-23 00:53:00,,OnTime,30.51,1,0,3.67,9.75,0.0,C0215,2,Airport,South,False,0.0,0.0
DL00538,O00682,D141,V015,H07,2024-10-05 12:07:00,,Delayed,8.55,0,1,2.66,3.46,0.0,C0529,2,North,Ctr,False,1.0,0.0
DL00539,O01160,D067,V111,H03,2024-05-13 01:19:00,2026-05-14 22:01:42,OnTime,13.52,0,0,4.95,10.35,17564.71,C0548,4,Riverside,Airport,True,0.0,1.0
DL00540,O00068,D008,V072,H04,2025-10-13 12:06:00,,Delayed,16.2,2,0,3.21,16.04,0.0,C0084,2,Riverside,East,False,0.0,0.0
DL00541,O01142,D022,V013,H04,2025-11-07 11:29:00,,OnTime,6.68,1,0,3.89,8.98,0.0,C0136,24,East,West,False,0.0,0.0
DL00542,O00415,D125,V114,H02,2024-06-27 18:22:00,2026-05-14 23:54:06,OnTime,7.18,0,0,4.19,5.99,16469.54,C0591,4,Ctr,Riverside,True,0.0,0.0
DL00543,O00218,D102,V098,H03,2025-09-15 02:24:00,,OnTime,12.01,0,0,5.0,5.87,0.0,C0154,2,North,West,False,0.0,0.0
DL00544,O00345,D154,V082,H08,2025-10-04 22:41:00,,Delayed,13.93,2,0,3.17,8.53,0.0,C0337,6,East,Central,False,0.0,0.0
DL00545,O01067,D113,V072,H04,2024-06-16 04:56:00,2026-05-14 22:38:48,Delayed,12.43,0,0,5.0,13.31,16745.71,C0304,12,North,West,True,0.0,1.0
DL00546,O00324,D095,V052,H04,2025-08-06 07:36:00,2026-05-14 15:57:30,OnTime,8.95,2,0,4.11,10.57,6752.36,C0019,1,South,Riverside,True,0.0,0.0
DL00547,O00778,D014,V090,H05,2025-10-07 19:49:00,,OnTime,11.03,0,0,4.93,14.38,0.0,C0514,4,North,Ctr,False,0.0,1.0
DL00548,O00537,D132,V039,H05,2024-06-25 11:02:00,,Failed,10.4,1,0,3.34,11.4,0.0,C0153,6,Central,Ctr,False,0.0,1.0
DL00549,O00476,D001,V094,H06,2024-02-23 06:45:00,,OnTime,10.11,0,0,4.67,14.59,0.0,C0078,24,West,East,False,1.0,0.0
DL00550,O00572,D110,V065,H01,2025-02-06 21:04:00,,OnTime,14.34,2,0,4.69,12.06,0.0,C0202,4,West,Riverside,False,0.0,0.0
DL00551,O00448,D108,V114,H04,2025-02-11 16:05:00,2026-05-14 11:25:06,OnTime,18.74,3,0,4.79,21.38,10963.34,C0487,4,Central,North,True,0.0,0.0
DL00552,O00298,D115,V010,H01,2025-01-06 07:28:00,,OnTime,1.9,1,0,4.8,13.26,0.0,C0184,4,West,North,False,0.0,0.0
DL00553,O00491,D090,V066,H02,2024-07-03 16:22:00,2026-05-14 00:56:42,OnTime,13.19,2,0,4.66,10.34,16304.58,C0460,1,South,West,True,0.0,1.0
DL00554,O00709,D117,V086,H04,2025-12-09 04:47:00,,OnTime,11.59,1,0,4.69,14.76,0.0,C0369,12,North,Airport,False,1.0,0.0
DL00555,O00839,D129,V013,H01,2024-01-31 20:31:00,,OnTime,6.51,2,0,3.97,11.19,0.0,C0046,6,Riverside,West,False,1.0,0.0
DL00556,O00702,D070,V030,H07,2024-12-28 22:07:00,,OnTime,5.03,0,0,3.91,8.15,0.0,C0228,4,East,Riverside,False,1.0,0.0
DL00557,O00781,D055,V027,H08,2024-11-19 14:07:00,,OnTime,17.54,2,0,5.0,13.31,0.0,C0049,12,North,Ctr,False,0.0,1.0
DL00558,O00142,D024,V011,H05,2024-10-31 20:22:00,,Failed,14.64,1,0,1.0,18.56,0.0,C0628,12,Ctr,Airport,False,0.0,0.0
DL00559,O00988,D131,V044,H05,2024-11-17 20:37:00,,Failed,6.97,2,0,1.92,11.38,0.0,C0330,6,Central,Riverside,False,0.0,0.0
DL00560,O00077,D127,V120,H08,2025-07-30 07:48:00,2026-05-14 13:33:00,OnTime,4.49,2,0,4.38,14.99,6917.75,C0543,4,Riverside,Central,True,0.0,0.0
DL00561,O00086,D054,V005,H03,2024-07-20 06:42:00,2026-05-14 20:25:30,OnTime,7.67,2,0,3.5,19.2,15925.72,C0255,4,Central,Airport,True,0.0,1.0
DL00562,O00746,D128,V113,H08,2024-12-14 10:47:00,2026-05-14 16:25:24,OnTime,13.59,0,0,3.98,10.51,12389.64,C0014,1,North,Riverside,True,0.0,1.0
DL00563,O01238,D093,V045,H02,2025-04-18 05:35:00,,OnTime,10.07,1,0,5.0,12.75,0.0,C0318,12,South,North,False,0.0,0.0
DL00564,O00824,D077,V120,H03,2024-08-17 23:23:00,,OnTime,18.23,0,0,4.18,10.05,0.0,C0074,12,South,East,False,1.0,0.0
DL00565,O00344,D151,V022,H06,2024-08-28 08:16:00,2026-05-14 17:14:12,OnTime,14.95,2,0,3.82,8.75,14984.97,C0594,6,Central,North,True,0.0,0.0
DL00566,O01226,D162,V082,H03,2025-03-02 06:49:00,,OnTime,22.66,1,0,3.7,14.91,0.0,C0140,6,South,South,False,0.0,0.0
DL00567,O00918,D142,V051,H03,2024-11-26 06:40:00,2026-05-14 20:28:06,OnTime,10.47,0,0,4.8,11.4,12829.8,C0147,1,Riverside,North,True,0.0,0.0
DL00568,O00244,D167,V082,H04,2024-11-11 09:39:00,,OnTime,11.52,0,0,5.0,9.33,0.0,C0519,1,North,Riverside,False,0.0,1.0
DL00569,O00312,D066,V116,H01,2025-11-07 01:03:00,2026-05-14 18:29:48,OnTime,20.95,1,0,4.56,19.6,4529.45,C0164,6,East,East,True,0.0,1.0
DL00570,O00319,D017,V028,H08,2024-01-22 10:23:00,,OnTime,20.67,1,0,5.0,9.88,0.0,C0335,24,Ctr,Airport,False,0.0,0.0
DL00571,O00413,D003,V029,H01,2025-04-01 22:46:00,,OnTime,23.53,3,0,4.5,14.49,0.0,C0183,4,Airport,North,False,0.0,0.0
DL00572,O00905,D002,V048,H08,2025-09-04 03:45:00,,OnTime,8.35,3,0,3.96,11.45,0.0,C0622,6,East,Central,False,0.0,0.0
DL00573,O01214,D118,V077,H02,2024-05-07 23:32:00,2026-05-14 20:03:12,OnTime,7.3,1,0,5.0,14.05,17684.52,C0386,4,Central,North,True,0.0,1.0
DL00574,O00693,D048,V016,H05,2025-11-08 19:41:00,2026-05-14 16:21:00,Failed,24.31,1,0,4.63,16.24,4484.67,C0199,2,Airport,Airport,True,0.0,1.0
DL00575,O01177,D133,V105,H04,2024-10-17 04:35:00,2026-05-14 22:26:30,OnTime,12.03,2,0,4.05,10.65,13793.86,C0611,12,Ctr,South,True,0.0,0.0
DL00576,O00483,D133,V021,H08,2024-11-17 01:34:00,,Failed,13.83,1,0,5.0,16.98,0.0,C0285,1,Riverside,North,False,1.0,1.0
DL00577,O00973,D108,V043,H05,2024-01-12 21:57:00,2026-05-14 09:43:36,OnTime,21.03,1,0,3.86,12.99,20459.78,C0506,1,Airport,West,True,0.0,1.0
DL00578,O00115,D032,V108,H06,2024-02-21 08:24:00,2026-05-14 09:53:06,OnTime,11.09,0,0,4.55,7.9,19513.48,C0157,6,East,North,True,1.0,1.0
DL00579,O00168,D103,V115,H03,2025-06-11 06:05:00,,Delayed,14.98,1,0,3.78,8.97,0.0,C0464,6,Central,Riverside,False,0.0,0.0
DL00580,O00063,D026,V066,H04,2025-07-13 06:28:00,,OnTime,15.1,1,0,4.99,17.2,0.0,C0168,12,South,Airport,False,0.0,0.0
DL00581,O00995,D139,V062,H01,2024-08-09 08:49:00,2026-05-14 03:16:36,OnTime,12.14,4,0,3.48,16.92,15426.46,C0622,24,Central,West,True,0.0,0.0
DL00582,O00765,D024,V091,H05,2024-07-13 04:34:00,,Failed,19.38,2,0,2.4,22.61,0.0,C0187,12,Ctr,West,False,1.0,0.0
DL00583,O00064,D015,V098,H01,2025-10-14 08:48:00,,OnTime,14.6,1,0,4.53,6.16,0.0,C0346,12,Central,Riverside,False,0.0,0.0
DL00584,O00588,D043,V103,H05,2024-06-03 13:36:00,,OnTime,23.9,1,0,3.7,12.24,0.0,C0515,4,Airport,Airport,False,1.0,0.0
DL00585,O00132,D149,V049,H01,2025-01-22 10:55:00,,Delayed,1.2,1,0,3.52,10.18,0.0,C0224,2,Ctr,Central,False,0.0,0.0
DL00586,O01037,D076,V114,H03,2025-04-28 07:18:00,,OnTime,15.54,0,0,3.51,12.03,0.0,C0226,6,South,North,False,0.0,0.0
DL00587,O00182,D166,V009,H01,2024-01-12 10:05:00,,OnTime,4.98,1,0,4.15,3.57,0.0,C0258,2,West,West,False,0.0,1.0
DL00588,O00896,D131,V026,H06,2024-06-29 21:53:00,2026-05-14 00:23:30,Failed,10.09,1,0,3.18,11.57,16394.51,C0145,6,East,South,True,0.0,0.0
DL00589,O00940,D141,V102,H01,2025-10-26 07:53:00,2026-05-14 11:25:12,Delayed,21.39,1,0,1.93,16.86,4803.54,C0575,6,West,West,True,0.0,0.0
DL00590,O00229,D112,V017,H07,2024-08-31 05:34:00,,Delayed,7.56,4,0,3.44,12.03,0.0,C0335,6,Central,Riverside,False,1.0,1.0
DL00591,O00792,D087,V057,H01,2025-02-02 07:06:00,,OnTime,11.26,1,0,3.22,8.22,0.0,C0173,4,Riverside,South,False,1.0,0.0
DL00592,O00526,D146,V001,H04,2024-01-19 17:17:00,,OnTime,17.21,2,0,4.58,20.05,0.0,C0630,4,Airport,West,False,0.0,1.0
DL00593,O01174,D110,V058,H03,2024-11-21 09:11:00,2026-05-14 20:13:00,OnTime,10.76,3,0,5.0,11.92,12947.03,C0605,6,Riverside,Airport,True,0.0,0.0
DL00594,O00267,D045,V064,H05,2024-01-16 23:13:00,,OnTime,32.25,0,0,4.02,20.99,0.0,C0256,6,Airport,North,False,1.0,0.0
DL00595,O01243,D139,V021,H01,2025-09-10 11:13:00,2026-05-14 20:03:42,OnTime,9.13,2,0,4.84,13.68,5912.84,C0428,12,East,Central,True,0.0,0.0
DL00596,O00427,D102,V065,H06,2025-06-21 23:24:00,,OnTime,16.37,0,0,4.1,8.58,0.0,C0151,1,Ctr,West,False,0.0,1.0
DL00597,O00428,D049,V043,H07,2024-03-31 06:54:00,,OnTime,1.2,0,0,4.12,3.74,0.0,C0275,1,West,Airport,False,0.0,0.0
DL00598,O00753,D056,V032,H02,2025-01-18 05:04:00,,OnTime,40.68,1,0,4.66,18.96,0.0,C0369,2,Airport,Riverside,False,1.0,0.0
DL00599,O01150,D133,V112,H01,2025-02-20 06:18:00,,OnTime,7.34,0,0,5.0,4.99,0.0,C0270,1,North,West,False,0.0,1.0
DL00600,O01099,D039,V114,H07,2024-04-05 23:46:00,2026-05-14 09:46:18,OnTime,10.4,1,0,3.91,11.24,18442.0,C0302,24,East,Ctr,True,0.0,0.0
DL00601,O00538,D166,V091,H08,2025-04-05 17:41:00,,OnTime,8.52,1,0,3.0,10.47,0.0,C0377,1,West,Ctr,False,0.0,0.0
DL00602,O00318,D157,V009,H03,2024-08-17 01:09:00,,Delayed,7.02,1,1,2.86,11.51,0.0,C0009,6,Riverside,South,False,0.0,1.0
DL00603,O00194,D069,V082,H05,2024-03-16 09:13:00,,OnTime,15.77,2,0,4.17,17.07,0.0,C0191,1,Central,Riverside,False,0.0,1.0
DL00604,O00294,D064,V111,H07,2025-01-05 17:44:00,,OnTime,20.21,1,0,4.67,17.56,0.0,C0486,1,Airport,Airport,False,0.0,0.0
DL00605,O00200,D093,V052,H02,2024-01-26 11:06:00,,OnTime,17.8,0,0,4.59,9.58,0.0,C0060,4,Ctr,Riverside,False,0.0,0.0
DL00606,O00012,D075,V112,H04,2024-01-16 13:32:00,,OnTime,13.39,0,0,4.12,13.11,0.0,C0567,12,East,Airport,False,1.0,0.0
DL00607,O00473,D119,V059,H01,2024-09-11 14:41:00,2026-05-14 15:00:00,OnTime,1.35,0,0,4.72,7.33,14640.32,C0266,2,East,Airport,True,0.0,1.0
DL00608,O00357,D143,V042,H01,2024-12-28 16:27:00,,OnTime,9.33,2,0,4.24,8.18,0.0,C0608,2,Central,South,False,0.0,1.0
DL00609,O00934,D062,V053,H01,2024-06-29 06:33:00,2026-05-14 14:24:12,Failed,17.27,3,0,2.25,9.71,16423.85,C0437,4,North,East,True,0.0,0.0
DL00610,O00259,D055,V050,H05,2025-09-09 11:34:00,2026-05-14 09:42:48,OnTime,20.47,2,0,5.0,11.93,5926.15,C0122,24,South,East,True,1.0,0.0
DL00611,O00243,D117,V020,H05,2024-03-08 05:50:00,,OnTime,12.23,1,0,3.99,12.18,0.0,C0153,6,South,West,False,0.0,0.0
DL00612,O00327,D166,V022,H07,2024-12-05 03:28:00,,OnTime,8.47,1,0,4.42,13.57,0.0,C0435,4,North,North,False,0.0,1.0
DL00613,O00361,D102,V020,H04,2024-01-16 11:16:00,2026-05-14 11:31:24,OnTime,14.31,2,0,4.93,15.26,20376.26,C0345,1,East,South,True,0.0,0.0
DL00614,O00179,D087,V104,H03,2024-07-25 18:39:00,,OnTime,12.03,4,0,3.86,10.54,0.0,C0343,12,Central,Riverside,False,0.0,0.0
DL00615,O00627,D074,V069,H08,2025-04-22 20:08:00,2026-05-14 23:08:30,Delayed,7.97,2,0,4.04,13.12,9291.01,C0114,6,Central,Central,True,0.0,0.0
DL00616,O01068,D041,V081,H08,2025-04-10 22:22:00,,Delayed,13.75,0,0,2.32,14.94,0.0,C0089,2,Riverside,West,False,0.0,0.0
DL00617,O01023,D030,V045,H04,2024-11-04 00:22:00,,OnTime,13.63,0,0,4.33,8.71,0.0,C0243,6,Riverside,Ctr,False,0.0,0.0
DL00618,O01159,D046,V024,H06,2024-07-26 02:15:00,,OnTime,14.66,2,0,4.62,9.48,0.0,C0069,24,West,North,False,0.0,0.0
DL00619,O00589,D146,V070,H08,2024-05-23 06:26:00,2026-05-14 08:02:42,Failed,9.01,0,0,3.44,9.46,17305.61,C0344,6,Riverside,Central,True,0.0,0.0
DL00620,O00642,D117,V098,H04,2024-06-28 03:31:00,,OnTime,11.79,0,0,5.0,14.82,0.0,C0329,4,Riverside,Airport,False,0.0,0.0
DL00621,O00838,D044,V110,H07,2025-01-25 00:38:00,2026-05-14 06:47:06,OnTime,7.52,1,0,5.0,14.56,11382.15,C0549,6,Ctr,Central,True,1.0,0.0
DL00622,O00939,D036,V097,H04,2025-01-24 02:51:00,,OnTime,12.19,1,0,5.0,10.0,0.0,C0085,12,South,South,False,0.0,0.0
DL00623,O00751,D166,V120,H03,2024-06-26 03:25:00,2026-05-14 03:25:06,OnTime,9.76,2,0,3.82,11.28,16488.0,C0282,4,North,West,True,1.0,0.0
DL00624,O00486,D110,V098,H02,2024-08-12 17:01:00,,OnTime,19.21,0,0,4.04,15.84,0.0,C0316,2,Central,North,False,0.0,0.0
DL00625,O00980,D098,V022,H04,2024-11-25 23:32:00,,Delayed,19.05,1,1,1.83,20.54,0.0,C0545,4,West,Riverside,False,1.0,0.0
DL00626,O00088,D082,V085,H05,2024-06-14 11:04:00,,OnTime,18.51,1,0,4.57,17.13,0.0,C0157,24,Riverside,East,False,0.0,0.0
DL00627,O00695,D142,V108,H06,2024-03-19 10:09:00,,OnTime,10.41,0,0,4.25,17.46,0.0,C0006,6,South,East,False,0.0,1.0
DL00628,O00166,D115,V095,H03,2025-05-30 18:43:00,,Delayed,10.81,1,0,4.06,11.58,0.0,C0517,4,East,South,False,1.0,0.0
DL00629,O00987,D057,V031,H08,2024-05-23 08:59:00,,OnTime,14.0,1,0,3.96,7.1,0.0,C0612,24,West,Ctr,False,0.0,1.0
DL00630,O00342,D153,V004,H08,2025-11-13 00:22:00,,OnTime,13.33,0,0,3.97,5.52,0.0,C0643,6,North,South,False,0.0,0.0
DL00631,O01083,D124,V090,H01,2025-05-05 10:46:00,2026-05-14 19:38:30,Delayed,13.35,1,0,2.82,10.41,8984.88,C0156,12,East,South,True,0.0,0.0
DL00632,O00498,D076,V084,H07,2024-10-28 08:11:00,,Delayed,13.26,0,0,1.74,14.75,0.0,C0081,4,South,Ctr,False,0.0,0.0
DL00633,O00272,D127,V047,H05,2024-12-11 06:48:00,2026-05-14 20:32:06,OnTime,11.86,2,0,4.06,13.31,12469.74,C0647,24,Riverside,Central,True,1.0,1.0
DL00634,O00245,D077,V032,H02,2025-08-08 19:33:00,,Delayed,11.96,1,0,2.3,9.41,0.0,C0096,4,South,South,False,0.0,1.0
DL00635,O00516,D053,V062,H06,2024-06-08 22:52:00,,Failed,13.35,1,0,3.18,14.1,0.0,C0473,2,South,East,False,0.0,0.0
DL00636,O00880,D054,V104,H04,2024-08-24 19:54:00,2026-05-14 15:28:54,OnTime,10.04,2,0,3.89,13.35,15067.58,C0020,24,South,North,True,1.0,1.0
DL00637,O01069,D011,V046,H08,2025-08-25 03:45:00,2026-05-14 09:57:24,OnTime,7.12,0,0,3.8,8.9,6294.21,C0219,12,Central,North,True,0.0,0.0
DL00638,O00749,D091,V045,H05,2025-08-14 20:13:00,,Delayed,14.19,0,0,4.22,10.35,0.0,C0196,6,East,Riverside,False,0.0,0.0
DL00639,O00090,D053,V073,H07,2024-10-23 06:26:00,,OnTime,9.72,0,0,4.45,16.68,0.0,C0490,4,Riverside,South,False,0.0,0.0
DL00640,O00840,D119,V093,H08,2024-03-28 19:02:00,,OnTime,11.78,2,0,5.0,10.44,0.0,C0358,6,South,East,False,1.0,0.0
DL00641,O00955,D092,V010,H01,2025-01-04 17:23:00,,Failed,10.48,0,0,2.54,13.58,0.0,C0163,4,Central,West,False,1.0,0.0
DL00642,O00212,D153,V024,H07,2025-01-04 23:50:00,2026-05-14 23:43:54,OnTime,20.42,1,0,4.48,14.05,11879.9,C0121,4,East,Ctr,True,0.0,0.0
DL00643,O00926,D114,V047,H02,2024-07-03 02:35:00,,OnTime,13.71,2,0,4.5,15.88,0.0,C0322,12,East,East,False,0.0,0.0
DL00644,O00585,D097,V119,H01,2025-02-25 14:04:00,,Failed,6.36,0,0,3.11,13.31,0.0,C0160,1,South,Riverside,False,0.0,0.0
DL00645,O00158,D129,V090,H02,2024-07-11 17:47:00,,Failed,6.06,2,0,2.77,13.29,0.0,C0620,24,Central,West,False,0.0,0.0
DL00646,O00707,D023,V100,H06,2024-11-10 06:33:00,,OnTime,8.31,0,0,4.38,4.79,0.0,C0156,4,Central,East,False,0.0,0.0
DL00647,O00550,D067,V001,H02,2025-01-19 02:17:00,,OnTime,8.7,1,0,4.52,10.41,0.0,C0502,24,Central,Riverside,False,0.0,0.0
DL00648,O00551,D143,V045,H02,2024-06-16 13:01:00,2026-05-14 08:30:18,OnTime,9.21,0,0,4.43,14.38,16723.49,C0317,6,Ctr,East,True,1.0,0.0
DL00649,O00110,D075,V073,H01,2024-08-23 13:10:00,,OnTime,9.4,1,0,5.0,12.55,0.0,C0446,4,Central,South,False,0.0,0.0
DL00650,O00106,D097,V035,H01,2025-11-29 06:15:00,2026-05-14 03:53:48,OnTime,8.16,0,0,4.26,11.01,3981.65,C0065,6,East,Riverside,True,0.0,1.0
DL00651,O00107,D090,V022,H04,2024-11-14 01:39:00,,Delayed,6.01,1,0,3.71,9.58,0.0,C0205,2,Riverside,Ctr,False,0.0,0.0
DL00652,O00928,D129,V028,H07,2024-02-28 14:26:00,2026-05-14 02:52:12,OnTime,14.7,1,0,3.65,7.18,19332.44,C0231,24,South,Airport,True,0.0,0.0
DL00653,O00076,D043,V096,H04,2025-12-25 05:43:00,,Delayed,12.43,3,0,2.71,13.03,0.0,C0075,4,Ctr,Riverside,False,0.0,0.0
DL00654,O00897,D078,V057,H04,2025-09-21 21:38:00,,Failed,17.42,0,0,2.92,13.13,0.0,C0434,6,South,West,False,0.0,0.0
DL00655,O01222,D156,V042,H08,2025-09-10 03:29:00,,OnTime,12.34,1,0,4.66,3.15,0.0,C0361,12,North,East,False,1.0,1.0
DL00656,O00747,D134,V089,H03,2025-08-05 09:12:00,2026-05-14 00:15:12,OnTime,15.27,0,0,4.04,12.29,6759.05,C0264,2,East,South,True,0.0,0.0
DL00657,O00674,D145,V072,H01,2025-08-11 17:47:00,2026-05-14 13:33:06,Failed,14.98,2,0,1.95,17.49,6619.77,C0235,2,Central,East,True,0.0,0.0
DL00658,O01123,D001,V073,H04,2024-01-31 07:38:00,,Failed,6.23,1,0,4.41,6.01,0.0,C0274,24,South,West,False,0.0,0.0
DL00659,O00308,D046,V082,H02,2025-03-28 16:40:00,,OnTime,34.92,2,0,4.31,16.73,0.0,C0458,12,Airport,West,False,0.0,0.0
DL00660,O00016,D008,V001,H02,2025-07-29 13:52:00,2026-05-14 01:03:00,OnTime,16.1,2,0,3.36,14.03,6923.18,C0022,6,Central,Ctr,True,0.0,0.0
